,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09459,0.34960,0.27187,0.48796,0.57583,0.56045,corporate,0.38508,2029
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.18798,0.32170,0.23541,0.44427,0.55762,0.53844,corporate,0.59557,2029
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.19985,0.31618,0.22895,0.43871,0.55403,0.53454,corporate,0.61753,2029
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.11049,0.34478,0.26557,0.48052,0.57268,0.55664,corporate,0.47788,2029
21,Information and data processing services,118194411065.82817,5140,Information,-0.18267,0.32445,0.23856,0.44675,0.55942,0.54034,corporate,0.69818,2029
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.47807,0.57192,0.55563,corporate,0.37802,2029
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.07350,0.35441,0.27883,0.49782,0.57896,0.56465,corporate,0.41208,2029
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07966,0.35309,0.27687,0.49494,0.57810,0.56347,corporate,0.43664,2029
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.04567,0.36156,0.28878,0.51084,0.58362,0.57066,corporate,0.29616,2029
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07467,0.35427,0.27856,0.49728,0.57887,0.56449,corporate,0.36274,2029
27,Paper products,129541595783.22841,3220,Manufacturing,-0.09214,0.34933,0.27193,0.48910,0.57565,0.56049,corporate,0.49110,2029
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10288,0.34642,0.26798,0.48408,0.57375,0.55810,corporate,0.53368,2029
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.07922,0.35324,0.27706,0.49515,0.57820,0.56358,corporate,0.28997,2029
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.14160,0.33285,0.25099,0.46596,0.56490,0.54784,corporate,0.53708,2029
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.08553,0.35066,0.27396,0.49219,0.57652,0.56171,corporate,0.47331,2029
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08664,0.35117,0.27427,0.49167,0.57684,0.56190,corporate,0.36581,2029
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.07111,0.35539,0.28001,0.49894,0.57960,0.56536,corporate,0.43497,2029
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.07672,0.35354,0.27764,0.49632,0.57839,0.56393,corporate,0.46657,2029
35,Machinery,272319888399.54382,3330,Manufacturing,-0.09257,0.34807,0.27075,0.48890,0.57482,0.55977,corporate,0.46578,2029
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18718,0.32274,0.23649,0.44464,0.55831,0.53909,corporate,0.59129,2029
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.08683,0.34945,0.27271,0.49158,0.57572,0.56095,corporate,0.39817,2029
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11569,0.34225,0.26268,0.47809,0.57103,0.55490,corporate,0.50808,2029
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08071,0.35095,0.27484,0.49445,0.57670,0.56224,corporate,0.38653,2029
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07991,0.35242,0.27624,0.49482,0.57766,0.56309,corporate,0.41218,2029
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.10982,0.34272,0.26380,0.48083,0.57133,0.55557,corporate,0.46717,2029
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.09375,0.34995,0.27228,0.48835,0.57605,0.56070,corporate,0.58703,2029
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.08695,0.35165,0.27466,0.49153,0.57716,0.56213,corporate,0.42548,2029
44,Support activities for mining,120225750260.04312,2130,Mining,-0.09137,0.35043,0.27301,0.48946,0.57636,0.56114,corporate,0.60207,2029
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.09861,0.34832,0.27022,0.48608,0.57499,0.55945,corporate,0.34653,2029
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.09856,0.34857,0.27046,0.48610,0.57515,0.55959,corporate,0.49829,2029
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16319,0.32904,0.24499,0.45587,0.56241,0.54422,corporate,0.62578,2029
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16320,0.33024,0.24611,0.45586,0.56319,0.54490,corporate,0.61504,2029
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09320,0.35012,0.27251,0.48860,0.57616,0.56083,corporate,0.06752,2029
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.09254,0.35027,0.27272,0.48892,0.57626,0.56096,corporate,0.66400,2029
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06228,0.35783,0.28332,0.50307,0.58119,0.56736,corporate,0.26425,2029
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.09285,0.35018,0.27261,0.48877,0.57620,0.56089,corporate,0.56302,2029
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.09359,0.35001,0.27236,0.48842,0.57609,0.56074,corporate,0.33984,2029
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.09278,0.35021,0.27264,0.48880,0.57622,0.56091,corporate,0.53974,2029
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.09376,0.34993,0.27227,0.48834,0.57604,0.56069,corporate,0.62503,2029
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09354,0.35003,0.27238,0.48845,0.57610,0.56076,corporate,0.49094,2029
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.09374,0.34998,0.27231,0.48835,0.57607,0.56072,corporate,0.46654,2029
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.09352,0.34995,0.27232,0.48846,0.57605,0.56072,corporate,0.44501,2029
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09264,0.35020,0.27265,0.48887,0.57621,0.56092,corporate,0.35967,2029
60,Utilities,2043224620805.23413,2200,Utilities,-0.09274,0.35022,0.27265,0.48882,0.57623,0.56092,corporate,0.40961,2029
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.03275,0.36522,0.29373,0.51688,0.58601,0.57364,corporate,0.27086,2029
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.30739,0.35005,0.22443,0.60090,0.44112,0.47165,non-corporate,0.32239,2029
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.30354,0.35112,0.22591,0.60208,0.44204,0.47265,non-corporate,0.48289,2029
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.34959,0.33746,0.20752,0.58802,0.43029,0.46012,non-corporate,0.64809,2029
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.30686,0.35017,0.22461,0.60106,0.44122,0.47177,non-corporate,0.46159,2029
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.25176,0.36588,0.24609,0.61788,0.45473,0.48640,non-corporate,0.26487,2029
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.30461,0.35084,0.22551,0.60175,0.44179,0.47238,non-corporate,0.14867,2029
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.38099,0.32750,0.19438,0.57843,0.42173,0.45117,non-corporate,0.54998,2029
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.30593,0.35046,0.22499,0.60135,0.44147,0.47203,non-corporate,0.40235,2029
70,Construction,416883328410.43872,2300,Construction,-0.29049,0.35476,0.23091,0.60606,0.44517,0.47606,non-corporate,0.30795,2029
71,Educational services,223504007264.40912,6100,Educational services,-0.31980,0.34627,0.21938,0.59712,0.43786,0.46820,non-corporate,0.43102,2029
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.30075,0.35179,0.22687,0.60293,0.44261,0.47330,non-corporate,0.56610,2029
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.30050,0.35175,0.22687,0.60301,0.44258,0.47330,non-corporate,0.24620,2029
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.33411,0.34202,0.21367,0.59275,0.43422,0.46431,non-corporate,0.52787,2029
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.30687,0.35019,0.22463,0.60106,0.44124,0.47178,non-corporate,0.29220,2029
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.31160,0.34873,0.22269,0.59962,0.43999,0.47046,non-corporate,0.56596,2029
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.31205,0.34863,0.22253,0.59948,0.43989,0.47035,non-corporate,0.46008,2029
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.31051,0.34910,0.22317,0.59995,0.44030,0.47078,non-corporate,0.47855,2029
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.31017,0.34916,0.22327,0.60005,0.44036,0.47085,non-corporate,0.43855,2029
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.41910,0.31608,0.17912,0.56680,0.41191,0.44077,non-corporate,0.58528,2029
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.45024,0.30548,0.16540,0.55730,0.40279,0.43143,non-corporate,0.67375,2029
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.32774,0.34366,0.21596,0.59469,0.43562,0.46587,non-corporate,0.53959,2029
83,Information and data processing services,9622690880.85332,5140,Information,-0.42821,0.31457,0.17665,0.56402,0.41061,0.43909,non-corporate,0.71698,2029
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.33612,0.34142,0.21286,0.59213,0.43370,0.46376,non-corporate,0.44447,2029
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.26071,0.36289,0.24218,0.61515,0.45216,0.48374,non-corporate,0.42260,2029
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.27632,0.35855,0.23619,0.61039,0.44843,0.47966,non-corporate,0.47701,2029
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.23495,0.37034,0.25234,0.62302,0.45856,0.49066,non-corporate,0.33717,2029
88,Wood products,13100141973.28175,3210,Manufacturing,-0.27472,0.35894,0.23676,0.61088,0.44876,0.48004,non-corporate,0.40785,2029
89,Paper products,18990987477.15243,3220,Manufacturing,-0.29238,0.35357,0.22955,0.60549,0.44414,0.47513,non-corporate,0.52971,2029
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.30979,0.34849,0.22267,0.60017,0.43978,0.47044,non-corporate,0.58136,2029
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.27586,0.35867,0.23637,0.61053,0.44853,0.47977,non-corporate,0.34617,2029
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.35980,0.33180,0.20091,0.58490,0.42543,0.45562,non-corporate,0.57622,2029
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.27466,0.35844,0.23628,0.61089,0.44833,0.47972,non-corporate,0.48227,2029
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.28629,0.35559,0.23219,0.60734,0.44588,0.47693,non-corporate,0.40609,2029
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.25862,0.36372,0.24322,0.61579,0.45287,0.48444,non-corporate,0.45962,2029
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.26817,0.36069,0.23920,0.61287,0.45027,0.48170,non-corporate,0.49083,2029
97,Machinery,44994036766.64782,3330,Manufacturing,-0.27742,0.35717,0.23475,0.61005,0.44724,0.47867,non-corporate,0.45654,2029
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.42836,0.31399,0.17608,0.56397,0.41011,0.43871,non-corporate,0.63145,2029
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.27257,0.35848,0.23657,0.61153,0.44836,0.47992,non-corporate,0.40632,2029
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.31800,0.34561,0.21897,0.59766,0.43730,0.46792,non-corporate,0.52175,2029
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.26065,0.36196,0.24131,0.61517,0.45135,0.48314,non-corporate,0.37662,2029
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.27140,0.35956,0.23774,0.61189,0.44929,0.48071,non-corporate,0.44386,2029
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.30236,0.34934,0.22435,0.60244,0.44051,0.47159,non-corporate,0.47593,2029
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.30812,0.34983,0.22414,0.60068,0.44093,0.47145,non-corporate,0.66383,2029
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.30154,0.35168,0.22667,0.60269,0.44252,0.47317,non-corporate,0.45209,2029
106,Support activities for mining,25044165259.49403,2130,Mining,-0.30633,0.35025,0.22475,0.60123,0.44129,0.47186,non-corporate,0.66473,2029
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.31624,0.34725,0.22073,0.59820,0.43871,0.46912,non-corporate,0.42987,2029
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.31458,0.34790,0.22155,0.59871,0.43927,0.46968,non-corporate,0.55892,2029
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.40881,0.31953,0.18359,0.56994,0.41487,0.44382,non-corporate,0.68282,2029
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.40815,0.32065,0.18475,0.57014,0.41584,0.44461,non-corporate,0.66484,2029
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.30671,0.35025,0.22470,0.60111,0.44129,0.47183,non-corporate,0.08346,2029
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.30490,0.35074,0.22539,0.60166,0.44171,0.47229,non-corporate,0.71230,2029
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.21868,0.37554,0.25924,0.62798,0.46303,0.49535,non-corporate,0.24054,2029
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.30592,0.35045,0.22499,0.60135,0.44146,0.47202,non-corporate,0.63882,2029
